1 [1, 67, 0, 0, 0, 0, 0, 0]
15 [1, 106700, 123700, 2, 603, 1, -105494, 0]
17 [1, 106700, 123700, 2, 604, 1, -105494, 0]
18 [1, 106700, 123700, 2, 604, 1, 604, 0]
19 [1, 106700, 123700, 2, 604, 1, -106096, 0]
20 [1, 106700, 123700, 2, 604, 1, -106096, 0]
12 [1, 106700, 123700, 2, 604, 1, 2, 0]
13 [1, 106700, 123700, 2, 604, 1, 1208, 0]
14 [1, 106700, 123700, 2, 604, 1, -105492, 0]
15 [1, 106700, 123700, 2, 604, 1, -105492, 0]
17 [1, 106700, 123700, 2, 605, 1, -105492, 0]
18 [1, 106700, 123700, 2, 605, 1, 605, 0]
19 [1, 106700, 123700, 2, 605, 1, -106095, 0]
20 [1, 106700, 123700, 2, 605, 1, -106095, 0]
12 [1, 106700, 123700, 2, 605, 1, 2, 0]
13 [1, 106700, 123700, 2, 605, 1, 1210, 0]
14 [1, 106700, 123700, 2, 605, 1, -105490, 0]
15 [1, 106700, 123700, 2, 605, 1, -105490, 0]
17 [1, 106700, 123700, 2, 606, 1, -105490, 0]
18 [1, 106700, 123700, 2, 606, 1, 606, 0]
19 [1, 106700, 123700, 2, 606, 1, -106094, 0]
20 [1, 106700, 123700, 2, 606, 1, -106094, 0]
12 [1, 106700, 123700, 2, 606, 1, 2, 0]
13 [1, 106700, 123700, 2, 606, 1, 1212, 0]
14 [1, 106700, 123700, 2, 606, 1, -105488, 0]
15 [1, 106700, 123700, 2, 606, 1, -105488, 0]
17 [1, 106700, 123700, 2, 607, 1, -105488, 0]
18 [1, 106700, 123700, 2, 607, 1, 607, 0]
19 [1, 106700, 123700, 2, 607, 1, -106093, 0]
20 [1, 106700, 123700, 2, 607, 1, -106093, 0]
12 [1, 106700, 123700, 2, 607, 1, 2, 0]
13 [1, 106700, 123700, 2, 607, 1, 1214, 0]
14 [1, 106700, 123700, 2, 607, 1, -105486, 0]
15 [1, 106700, 123700, 2, 607, 1, -105486, 0]
17 [1, 106700, 123700, 2, 608, 1, -105486, 0]
18 [1, 106700, 123700, 2, 608, 1, 608, 0]
19 [1, 106700, 123700, 2, 608, 1, -106092, 0]
20 [1, 106700, 123700, 2, 608, 1, -106092, 0]
12 [1, 106700, 123700, 2, 608, 1, 2, 0]
13 [1, 106700, 123700, 2, 608, 1, 1216, 0]
14 [1, 106700, 123700, 2, 608, 1, -105484, 0]
15 [1, 106700, 123700, 2, 608, 1, -105484, 0]
17 [1, 106700, 123700, 2, 609, 1, -105484, 0]
18 [1, 106700, 123700, 2, 609, 1, 609, 0]
19 [1, 106700, 123700, 2, 609, 1, -106091, 0]
20 [1, 106700, 123700, 2, 609, 1, -106091, 0]
12 [1, 106700, 123700, 2, 609, 1, 2, 0]
13 [1, 106700, 123700, 2, 609, 1, 1218, 0]
14 [1, 106700, 123700, 2, 609, 1, -105482, 0]
15 [1, 106700, 123700, 2, 609, 1, -105482, 0]
17 [1, 106700, 123700, 2, 610, 1, -105482, 0]
18 [1, 106700, 123700, 2, 610, 1, 610, 0]
19 [1, 106700, 123700, 2, 610, 1, -106090, 0]
20 [1, 106700, 123700, 2, 610, 1, -106090, 0]
12 [1, 106700, 123700, 2, 610, 1, 2, 0]
13 [1, 106700, 123700, 2, 610, 1, 1220, 0]
14 [1, 106700, 123700, 2, 610, 1, -105480, 0]
15 [1, 106700, 123700, 2, 610, 1, -105480, 0]
17 [1, 106700, 123700, 2, 611, 1, -105480, 0]
18 [1, 106700, 123700, 2, 611, 1, 611, 0]
19 [1, 106700, 123700, 2, 611, 1, -106089, 0]
20 [1, 106700, 123700, 2, 611, 1, -106089, 0]
12 [1, 106700, 123700, 2, 611, 1, 2, 0]
13 [1, 106700, 123700, 2, 611, 1, 1222, 0]
14 [1, 106700, 123700, 2, 611, 1, -105478, 0]
15 [1, 106700, 123700, 2, 611, 1, -105478, 0]
17 [1, 106700, 123700, 2, 612, 1, -105478, 0]
18 [1, 106700, 123700, 2, 612, 1, 612, 0]
19 [1, 106700, 123700, 2, 612, 1, -106088, 0]
20 [1, 106700, 123700, 2, 612, 1, -106088, 0]
12 [1, 106700, 123700, 2, 612, 1, 2, 0]
13 [1, 106700, 123700, 2, 612, 1, 1224, 0]
14 [1, 106700, 123700, 2, 612, 1, -105476, 0]
15 [1, 106700, 123700, 2, 612, 1, -105476, 0]
17 [1, 106700, 123700, 2, 613, 1, -105476, 0]
18 [1, 106700, 123700, 2, 613, 1, 613, 0]
19 [1, 106700, 123700, 2, 613, 1, -106087, 0]
20 [1, 106700, 123700, 2, 613, 1, -106087, 0]
12 [1, 106700, 123700, 2, 613, 1, 2, 0]
13 [1, 106700, 123700, 2, 613, 1, 1226, 0]
14 [1, 106700, 123700, 2, 613, 1, -105474, 0]
15 [1, 106700, 123700, 2, 613, 1, -105474, 0]
17 [1, 106700, 123700, 2, 614, 1, -105474, 0]
18 [1, 106700, 123700, 2, 614, 1, 614, 0]
19 [1, 106700, 123700, 2, 614, 1, -106086, 0]
20 [1, 106700, 123700, 2, 614, 1, -106086, 0]
12 [1, 106700, 123700, 2, 614, 1, 2, 0]
13 [1, 106700, 123700, 2, 614, 1, 1228, 0]
14 [1, 106700, 123700, 2, 614, 1, -105472, 0]
15 [1, 106700, 123700, 2, 614, 1, -105472, 0]
17 [1, 106700, 123700, 2, 615, 1, -105472, 0]
18 [1, 106700, 123700, 2, 615, 1, 615, 0]
19 [1, 106700, 123700, 2, 615, 1, -106085, 0]
20 [1, 106700, 123700, 2, 615, 1, -106085, 0]
12 [1, 106700, 123700, 2, 615, 1, 2, 0]
13 [1, 106700, 123700, 2, 615, 1, 1230, 0]
14 [1, 106700, 123700, 2, 615, 1, -105470, 0]
15 [1, 106700, 123700, 2, 615, 1, -105470, 0]
17 [1, 106700, 123700, 2, 616, 1, -105470, 0]
18 [1, 106700, 123700, 2, 616, 1, 616, 0]
19 [1, 106700, 123700, 2, 616, 1, -106084, 0]
20 [1, 106700, 123700, 2, 616, 1, -106084, 0]
12 [1, 106700, 123700, 2, 616, 1, 2, 0]
13 [1, 106700, 123700, 2, 616, 1, 1232, 0]
14 [1, 106700, 123700, 2, 616, 1, -105468, 0]
15 [1, 106700, 123700, 2, 616, 1, -105468, 0]
17 [1, 106700, 123700, 2, 617, 1, -105468, 0]
18 [1, 106700, 123700, 2, 617, 1, 617, 0]
19 [1, 106700, 123700, 2, 617, 1, -106083, 0]
20 [1, 106700, 123700, 2, 617, 1, -106083, 0]
12 [1, 106700, 123700, 2, 617, 1, 2, 0]
13 [1, 106700, 123700, 2, 617, 1, 1234, 0]
14 [1, 106700, 123700, 2, 617, 1, -105466, 0]
15 [1, 106700, 123700, 2, 617, 1, -105466, 0]
17 [1, 106700, 123700, 2, 618, 1, -105466, 0]
18 [1, 106700, 123700, 2, 618, 1, 618, 0]
19 [1, 106700, 123700, 2, 618, 1, -106082, 0]
20 [1, 106700, 123700, 2, 618, 1, -106082, 0]
12 [1, 106700, 123700, 2, 618, 1, 2, 0]
13 [1, 106700, 123700, 2, 618, 1, 1236, 0]
14 [1, 106700, 123700, 2, 618, 1, -105464, 0]
15 [1, 106700, 123700, 2, 618, 1, -105464, 0]
17 [1, 106700, 123700, 2, 619, 1, -105464, 0]
18 [1, 106700, 123700, 2, 619, 1, 619, 0]
19 [1, 106700, 123700, 2, 619, 1, -106081, 0]
20 [1, 106700, 123700, 2, 619, 1, -106081, 0]
12 [1, 106700, 123700, 2, 619, 1, 2, 0]
13 [1, 106700, 123700, 2, 619, 1, 1238, 0]
14 [1, 106700, 123700, 2, 619, 1, -105462, 0]
15 [1, 106700, 123700, 2, 619, 1, -105462, 0]
17 [1, 106700, 123700, 2, 620, 1, -105462, 0]
18 [1, 106700, 123700, 2, 620, 1, 620, 0]
19 [1, 106700, 123700, 2, 620, 1, -106080, 0]
20 [1, 106700, 123700, 2, 620, 1, -106080, 0]
12 [1, 106700, 123700, 2, 620, 1, 2, 0]
13 [1, 106700, 123700, 2, 620, 1, 1240, 0]
14 [1, 106700, 123700, 2, 620, 1, -105460, 0]
15 [1, 106700, 123700, 2, 620, 1, -105460, 0]
17 [1, 106700, 123700, 2, 621, 1, -105460, 0]
18 [1, 106700, 123700, 2, 621, 1, 621, 0]
19 [1, 106700, 123700, 2, 621, 1, -106079, 0]
20 [1, 106700, 123700, 2, 621, 1, -106079, 0]
12 [1, 106700, 123700, 2, 621, 1, 2, 0]
13 [1, 106700, 123700, 2, 621, 1, 1242, 0]
14 [1, 106700, 123700, 2, 621, 1, -105458, 0]
15 [1, 106700, 123700, 2, 621, 1, -105458, 0]
17 [1, 106700, 123700, 2, 622, 1, -105458, 0]
18 [1, 106700, 123700, 2, 622, 1, 622, 0]
19 [1, 106700, 123700, 2, 622, 1, -106078, 0]
20 [1, 106700, 123700, 2, 622, 1, -106078, 0]
12 [1, 106700, 123700, 2, 622, 1, 2, 0]
13 [1, 106700, 123700, 2, 622, 1, 1244, 0]
14 [1, 106700, 123700, 2, 622, 1, -105456, 0]
15 [1, 106700, 123700, 2, 622, 1, -105456, 0]
17 [1, 106700, 123700, 2, 623, 1, -105456, 0]
18 [1, 106700, 123700, 2, 623, 1, 623, 0]
19 [1, 106700, 123700, 2, 623, 1, -106077, 0]
20 [1, 106700, 123700, 2, 623, 1, -106077, 0]
12 [1, 106700, 123700, 2, 623, 1, 2, 0]
13 [1, 106700, 123700, 2, 623, 1, 1246, 0]
14 [1, 106700, 123700, 2, 623, 1, -105454, 0]
15 [1, 106700, 123700, 2, 623, 1, -105454, 0]
17 [1, 106700, 123700, 2, 624, 1, -105454, 0]
18 [1, 106700, 123700, 2, 624, 1, 624, 0]
19 [1, 106700, 123700, 2, 624, 1, -106076, 0]
20 [1, 106700, 123700, 2, 624, 1, -106076, 0]
12 [1, 106700, 123700, 2, 624, 1, 2, 0]
13 [1, 106700, 123700, 2, 624, 1, 1248, 0]
14 [1, 106700, 123700, 2, 624, 1, -105452, 0]
15 [1, 106700, 123700, 2, 624, 1, -105452, 0]
17 [1, 106700, 123700, 2, 625, 1, -105452, 0]
18 [1, 106700, 123700, 2, 625, 1, 625, 0]
19 [1, 106700, 123700, 2, 625, 1, -106075, 0]
20 [1, 106700, 123700, 2, 625, 1, -106075, 0]
12 [1, 106700, 123700, 2, 625, 1, 2, 0]
13 [1, 106700, 123700, 2, 625, 1, 1250, 0]
14 [1, 106700, 123700, 2, 625, 1, -105450, 0]
15 [1, 106700, 123700, 2, 625, 1, -105450, 0]
17 [1, 106700, 123700, 2, 626, 1, -105450, 0]
18 [1, 106700, 123700, 2, 626, 1, 626, 0]
19 [1, 106700, 123700, 2, 626, 1, -106074, 0]
20 [1, 106700, 123700, 2, 626, 1, -106074, 0]
12 [1, 106700, 123700, 2, 626, 1, 2, 0]
13 [1, 106700, 123700, 2, 626, 1, 1252, 0]
14 [1, 106700, 123700, 2, 626, 1, -105448, 0]
15 [1, 106700, 123700, 2, 626, 1, -105448, 0]
17 [1, 106700, 123700, 2, 627, 1, -105448, 0]
18 [1, 106700, 123700, 2, 627, 1, 627, 0]
19 [1, 106700, 123700, 2, 627, 1, -106073, 0]
20 [1, 106700, 123700, 2, 627, 1, -106073, 0]
12 [1, 106700, 123700, 2, 627, 1, 2, 0]
13 [1, 106700, 123700, 2, 627, 1, 1254, 0]
14 [1, 106700, 123700, 2, 627, 1, -105446, 0]
15 [1, 106700, 123700, 2, 627, 1, -105446, 0]
17 [1, 106700, 123700, 2, 628, 1, -105446, 0]
18 [1, 106700, 123700, 2, 628, 1, 628, 0]
19 [1, 106700, 123700, 2, 628, 1, -106072, 0]
20 [1, 106700, 123700, 2, 628, 1, -106072, 0]
12 [1, 106700, 123700, 2, 628, 1, 2, 0]
13 [1, 106700, 123700, 2, 628, 1, 1256, 0]
14 [1, 106700, 123700, 2, 628, 1, -105444, 0]
15 [1, 106700, 123700, 2, 628, 1, -105444, 0]
17 [1, 106700, 123700, 2, 629, 1, -105444, 0]
18 [1, 106700, 123700, 2, 629, 1, 629, 0]
19 [1, 106700, 123700, 2, 629, 1, -106071, 0]
20 [1, 106700, 123700, 2, 629, 1, -106071, 0]
12 [1, 106700, 123700, 2, 629, 1, 2, 0]
13 [1, 106700, 123700, 2, 629, 1, 1258, 0]
14 [1, 106700, 123700, 2, 629, 1, -105442, 0]
15 [1, 106700, 123700, 2, 629, 1, -105442, 0]
17 [1, 106700, 123700, 2, 630, 1, -105442, 0]
18 [1, 106700, 123700, 2, 630, 1, 630, 0]
19 [1, 106700, 123700, 2, 630, 1, -106070, 0]
20 [1, 106700, 123700, 2, 630, 1, -106070, 0]
12 [1, 106700, 123700, 2, 630, 1, 2, 0]
13 [1, 106700, 123700, 2, 630, 1, 1260, 0]
14 [1, 106700, 123700, 2, 630, 1, -105440, 0]
15 [1, 106700, 123700, 2, 630, 1, -105440, 0]
17 [1, 106700, 123700, 2, 631, 1, -105440, 0]
18 [1, 106700, 123700, 2, 631, 1, 631, 0]
19 [1, 106700, 123700, 2, 631, 1, -106069, 0]
20 [1, 106700, 123700, 2, 631, 1, -106069, 0]
12 [1, 106700, 123700, 2, 631, 1, 2, 0]
13 [1, 106700, 123700, 2, 631, 1, 1262, 0]
14 [1, 106700, 123700, 2, 631, 1, -105438, 0]
15 [1, 106700, 123700, 2, 631, 1, -105438, 0]
17 [1, 106700, 123700, 2, 632, 1, -105438, 0]
18 [1, 106700, 123700, 2, 632, 1, 632, 0]
19 [1, 106700, 123700, 2, 632, 1, -106068, 0]
20 [1, 106700, 123700, 2, 632, 1, -106068, 0]
12 [1, 106700, 123700, 2, 632, 1, 2, 0]
13 [1, 106700, 123700, 2, 632, 1, 1264, 0]
14 [1, 106700, 123700, 2, 632, 1, -105436, 0]
15 [1, 106700, 123700, 2, 632, 1, -105436, 0]
17 [1, 106700, 123700, 2, 633, 1, -105436, 0]
18 [1, 106700, 123700, 2, 633, 1, 633, 0]
19 [1, 106700, 123700, 2, 633, 1, -106067, 0]
20 [1, 106700, 123700, 2, 633, 1, -106067, 0]
12 [1, 106700, 123700, 2, 633, 1, 2, 0]
13 [1, 106700, 123700, 2, 633, 1, 1266, 0]
14 [1, 106700, 123700, 2, 633, 1, -105434, 0]
15 [1, 106700, 123700, 2, 633, 1, -105434, 0]
17 [1, 106700, 123700, 2, 634, 1, -105434, 0]
18 [1, 106700, 123700, 2, 634, 1, 634, 0]
19 [1, 106700, 123700, 2, 634, 1, -106066, 0]
20 [1, 106700, 123700, 2, 634, 1, -106066, 0]
12 [1, 106700, 123700, 2, 634, 1, 2, 0]
13 [1, 106700, 123700, 2, 634, 1, 1268, 0]
14 [1, 106700, 123700, 2, 634, 1, -105432, 0]
15 [1, 106700, 123700, 2, 634, 1, -105432, 0]
17 [1, 106700, 123700, 2, 635, 1, -105432, 0]
18 [1, 106700, 123700, 2, 635, 1, 635, 0]
19 [1, 106700, 123700, 2, 635, 1, -106065, 0]
20 [1, 106700, 123700, 2, 635, 1, -106065, 0]
12 [1, 106700, 123700, 2, 635, 1, 2, 0]
13 [1, 106700, 123700, 2, 635, 1, 1270, 0]
14 [1, 106700, 123700, 2, 635, 1, -105430, 0]
15 [1, 106700, 123700, 2, 635, 1, -105430, 0]
17 [1, 106700, 123700, 2, 636, 1, -105430, 0]
18 [1, 106700, 123700, 2, 636, 1, 636, 0]
19 [1, 106700, 123700, 2, 636, 1, -106064, 0]
20 [1, 106700, 123700, 2, 636, 1, -106064, 0]
12 [1, 106700, 123700, 2, 636, 1, 2, 0]
13 [1, 106700, 123700, 2, 636, 1, 1272, 0]
14 [1, 106700, 123700, 2, 636, 1, -105428, 0]
15 [1, 106700, 123700, 2, 636, 1, -105428, 0]
17 [1, 106700, 123700, 2, 637, 1, -105428, 0]
18 [1, 106700, 123700, 2, 637, 1, 637, 0]
19 [1, 106700, 123700, 2, 637, 1, -106063, 0]
20 [1, 106700, 123700, 2, 637, 1, -106063, 0]
12 [1, 106700, 123700, 2, 637, 1, 2, 0]
13 [1, 106700, 123700, 2, 637, 1, 1274, 0]
14 [1, 106700, 123700, 2, 637, 1, -105426, 0]
15 [1, 106700, 123700, 2, 637, 1, -105426, 0]
17 [1, 106700, 123700, 2, 638, 1, -105426, 0]
18 [1, 106700, 123700, 2, 638, 1, 638, 0]
19 [1, 106700, 123700, 2, 638, 1, -106062, 0]
20 [1, 106700, 123700, 2, 638, 1, -106062, 0]
12 [1, 106700, 123700, 2, 638, 1, 2, 0]
13 [1, 106700, 123700, 2, 638, 1, 1276, 0]
14 [1, 106700, 123700, 2, 638, 1, -105424, 0]
15 [1, 106700, 123700, 2, 638, 1, -105424, 0]
17 [1, 106700, 123700, 2, 639, 1, -105424, 0]
18 [1, 106700, 123700, 2, 639, 1, 639, 0]
19 [1, 106700, 123700, 2, 639, 1, -106061, 0]
20 [1, 106700, 123700, 2, 639, 1, -106061, 0]
12 [1, 106700, 123700, 2, 639, 1, 2, 0]
13 [1, 106700, 123700, 2, 639, 1, 1278, 0]
14 [1, 106700, 123700, 2, 639, 1, -105422, 0]
15 [1, 106700, 123700, 2, 639, 1, -105422, 0]
17 [1, 106700, 123700, 2, 640, 1, -105422, 0]
18 [1, 106700, 123700, 2, 640, 1, 640, 0]
19 [1, 106700, 123700, 2, 640, 1, -106060, 0]
20 [1, 106700, 123700, 2, 640, 1, -106060, 0]
12 [1, 106700, 123700, 2, 640, 1, 2, 0]
13 [1, 106700, 123700, 2, 640, 1, 1280, 0]
14 [1, 106700, 123700, 2, 640, 1, -105420, 0]
15 [1, 106700, 123700, 2, 640, 1, -105420, 0]
17 [1, 106700, 123700, 2, 641, 1, -105420, 0]
18 [1, 106700, 123700, 2, 641, 1, 641, 0]
19 [1, 106700, 123700, 2, 641, 1, -106059, 0]
20 [1, 106700, 123700, 2, 641, 1, -106059, 0]
12 [1, 106700, 123700, 2, 641, 1, 2, 0]
13 [1, 106700, 123700, 2, 641, 1, 1282, 0]
14 [1, 106700, 123700, 2, 641, 1, -105418, 0]
15 [1, 106700, 123700, 2, 641, 1, -105418, 0]
17 [1, 106700, 123700, 2, 642, 1, -105418, 0]
18 [1, 106700, 123700, 2, 642, 1, 642, 0]
19 [1, 106700, 123700, 2, 642, 1, -106058, 0]
20 [1, 106700, 123700, 2, 642, 1, -106058, 0]
12 [1, 106700, 123700, 2, 642, 1, 2, 0]
13 [1, 106700, 123700, 2, 642, 1, 1284, 0]
14 [1, 106700, 123700, 2, 642, 1, -105416, 0]
15 [1, 106700, 123700, 2, 642, 1, -105416, 0]
17 [1, 106700, 123700, 2, 643, 1, -105416, 0]
18 [1, 106700, 123700, 2, 643, 1, 643, 0]
19 [1, 106700, 123700, 2, 643, 1, -106057, 0]
20 [1, 106700, 123700, 2, 643, 1, -106057, 0]
12 [1, 106700, 123700, 2, 643, 1, 2, 0]
13 [1, 106700, 123700, 2, 643, 1, 1286, 0]
14 [1, 106700, 123700, 2, 643, 1, -105414, 0]
15 [1, 106700, 123700, 2, 643, 1, -105414, 0]
17 [1, 106700, 123700, 2, 644, 1, -105414, 0]
18 [1, 106700, 123700, 2, 644, 1, 644, 0]
19 [1, 106700, 123700, 2, 644, 1, -106056, 0]
20 [1, 106700, 123700, 2, 644, 1, -106056, 0]
12 [1, 106700, 123700, 2, 644, 1, 2, 0]
13 [1, 106700, 123700, 2, 644, 1, 1288, 0]
14 [1, 106700, 123700, 2, 644, 1, -105412, 0]
15 [1, 106700, 123700, 2, 644, 1, -105412, 0]
17 [1, 106700, 123700, 2, 645, 1, -105412, 0]
18 [1, 106700, 123700, 2, 645, 1, 645, 0]
19 [1, 106700, 123700, 2, 645, 1, -106055, 0]
20 [1, 106700, 123700, 2, 645, 1, -106055, 0]
12 [1, 106700, 123700, 2, 645, 1, 2, 0]
13 [1, 106700, 123700, 2, 645, 1, 1290, 0]
14 [1, 106700, 123700, 2, 645, 1, -105410, 0]
15 [1, 106700, 123700, 2, 645, 1, -105410, 0]
17 [1, 106700, 123700, 2, 646, 1, -105410, 0]
18 [1, 106700, 123700, 2, 646, 1, 646, 0]
19 [1, 106700, 123700, 2, 646, 1, -106054, 0]
20 [1, 106700, 123700, 2, 646, 1, -106054, 0]
12 [1, 106700, 123700, 2, 646, 1, 2, 0]
13 [1, 106700, 123700, 2, 646, 1, 1292, 0]
14 [1, 106700, 123700, 2, 646, 1, -105408, 0]
15 [1, 106700, 123700, 2, 646, 1, -105408, 0]
17 [1, 106700, 123700, 2, 647, 1, -105408, 0]
18 [1, 106700, 123700, 2, 647, 1, 647, 0]
19 [1, 106700, 123700, 2, 647, 1, -106053, 0]
20 [1, 106700, 123700, 2, 647, 1, -106053, 0]
12 [1, 106700, 123700, 2, 647, 1, 2, 0]
13 [1, 106700, 123700, 2, 647, 1, 1294, 0]
14 [1, 106700, 123700, 2, 647, 1, -105406, 0]
15 [1, 106700, 123700, 2, 647, 1, -105406, 0]
17 [1, 106700, 123700, 2, 648, 1, -105406, 0]
18 [1, 106700, 123700, 2, 648, 1, 648, 0]
19 [1, 106700, 123700, 2, 648, 1, -106052, 0]
20 [1, 106700, 123700, 2, 648, 1, -106052, 0]
12 [1, 106700, 123700, 2, 648, 1, 2, 0]
13 [1, 106700, 123700, 2, 648, 1, 1296, 0]
14 [1, 106700, 123700, 2, 648, 1, -105404, 0]
15 [1, 106700, 123700, 2, 648, 1, -105404, 0]
17 [1, 106700, 123700, 2, 649, 1, -105404, 0]
18 [1, 106700, 123700, 2, 649, 1, 649, 0]
19 [1, 106700, 123700, 2, 649, 1, -106051, 0]
20 [1, 106700, 123700, 2, 649, 1, -106051, 0]
12 [1, 106700, 123700, 2, 649, 1, 2, 0]
13 [1, 106700, 123700, 2, 649, 1, 1298, 0]
14 [1, 106700, 123700, 2, 649, 1, -105402, 0]
15 [1, 106700, 123700, 2, 649, 1, -105402, 0]
17 [1, 106700, 123700, 2, 650, 1, -105402, 0]
18 [1, 106700, 123700, 2, 650, 1, 650, 0]
19 [1, 106700, 123700, 2, 650, 1, -106050, 0]
20 [1, 106700, 123700, 2, 650, 1, -106050, 0]
12 [1, 106700, 123700, 2, 650, 1, 2, 0]
13 [1, 106700, 123700, 2, 650, 1, 1300, 0]
14 [1, 106700, 123700, 2, 650, 1, -105400, 0]
15 [1, 106700, 123700, 2, 650, 1, -105400, 0]
17 [1, 106700, 123700, 2, 651, 1, -105400, 0]
18 [1, 106700, 123700, 2, 651, 1, 651, 0]
19 [1, 106700, 123700, 2, 651, 1, -106049, 0]
20 [1, 106700, 123700, 2, 651, 1, -106049, 0]
12 [1, 106700, 123700, 2, 651, 1, 2, 0]
13 [1, 106700, 123700, 2, 651, 1, 1302, 0]
14 [1, 106700, 123700, 2, 651, 1, -105398, 0]
15 [1, 106700, 123700, 2, 651, 1, -105398, 0]
17 [1, 106700, 123700, 2, 652, 1, -105398, 0]
18 [1, 106700, 123700, 2, 652, 1, 652, 0]
19 [1, 106700, 123700, 2, 652, 1, -106048, 0]
20 [1, 106700, 123700, 2, 652, 1, -106048, 0]
12 [1, 106700, 123700, 2, 652, 1, 2, 0]
13 [1, 106700, 123700, 2, 652, 1, 1304, 0]
14 [1, 106700, 123700, 2, 652, 1, -105396, 0]
15 [1, 106700, 123700, 2, 652, 1, -105396, 0]
17 [1, 106700, 123700, 2, 653, 1, -105396, 0]
18 [1, 106700, 123700, 2, 653, 1, 653, 0]
19 [1, 106700, 123700, 2, 653, 1, -106047, 0]
20 [1, 106700, 123700, 2, 653, 1, -106047, 0]
12 [1, 106700, 123700, 2, 653, 1, 2, 0]
13 [1, 106700, 123700, 2, 653, 1, 1306, 0]
14 [1, 106700, 123700, 2, 653, 1, -105394, 0]
15 [1, 106700, 123700, 2, 653, 1, -105394, 0]
17 [1, 106700, 123700, 2, 654, 1, -105394, 0]
18 [1, 106700, 123700, 2, 654, 1, 654, 0]
19 [1, 106700, 123700, 2, 654, 1, -106046, 0]
20 [1, 106700, 123700, 2, 654, 1, -106046, 0]
12 [1, 106700, 123700, 2, 654, 1, 2, 0]
13 [1, 106700, 123700, 2, 654, 1, 1308, 0]
14 [1, 106700, 123700, 2, 654, 1, -105392, 0]
15 [1, 106700, 123700, 2, 654, 1, -105392, 0]
17 [1, 106700, 123700, 2, 655, 1, -105392, 0]
18 [1, 106700, 123700, 2, 655, 1, 655, 0]
19 [1, 106700, 123700, 2, 655, 1, -106045, 0]
20 [1, 106700, 123700, 2, 655, 1, -106045, 0]
12 [1, 106700, 123700, 2, 655, 1, 2, 0]
13 [1, 106700, 123700, 2, 655, 1, 1310, 0]
14 [1, 106700, 123700, 2, 655, 1, -105390, 0]
15 [1, 106700, 123700, 2, 655, 1, -105390, 0]
17 [1, 106700, 123700, 2, 656, 1, -105390, 0]
18 [1, 106700, 123700, 2, 656, 1, 656, 0]
19 [1, 106700, 123700, 2, 656, 1, -106044, 0]
20 [1, 106700, 123700, 2, 656, 1, -106044, 0]
12 [1, 106700, 123700, 2, 656, 1, 2, 0]
13 [1, 106700, 123700, 2, 656, 1, 1312, 0]
14 [1, 106700, 123700, 2, 656, 1, -105388, 0]
15 [1, 106700, 123700, 2, 656, 1, -105388, 0]
17 [1, 106700, 123700, 2, 657, 1, -105388, 0]
18 [1, 106700, 123700, 2, 657, 1, 657, 0]
19 [1, 106700, 123700, 2, 657, 1, -106043, 0]
20 [1, 106700, 123700, 2, 657, 1, -106043, 0]
12 [1, 106700, 123700, 2, 657, 1, 2, 0]
13 [1, 106700, 123700, 2, 657, 1, 1314, 0]
14 [1, 106700, 123700, 2, 657, 1, -105386, 0]
15 [1, 106700, 123700, 2, 657, 1, -105386, 0]
17 [1, 106700, 123700, 2, 658, 1, -105386, 0]
18 [1, 106700, 123700, 2, 658, 1, 658, 0]
19 [1, 106700, 123700, 2, 658, 1, -106042, 0]
20 [1, 106700, 123700, 2, 658, 1, -106042, 0]
12 [1, 106700, 123700, 2, 658, 1, 2, 0]
13 [1, 106700, 123700, 2, 658, 1, 1316, 0]
14 [1, 106700, 123700, 2, 658, 1, -105384, 0]
15 [1, 106700, 123700, 2, 658, 1, -105384, 0]
17 [1, 106700, 123700, 2, 659, 1, -105384, 0]
18 [1, 106700, 123700, 2, 659, 1, 659, 0]
19 [1, 106700, 123700, 2, 659, 1, -106041, 0]
20 [1, 106700, 123700, 2, 659, 1, -106041, 0]
12 [1, 106700, 123700, 2, 659, 1, 2, 0]
13 [1, 106700, 123700, 2, 659, 1, 1318, 0]
14 [1, 106700, 123700, 2, 659, 1, -105382, 0]
15 [1, 106700, 123700, 2, 659, 1, -105382, 0]
17 [1, 106700, 123700, 2, 660, 1, -105382, 0]
18 [1, 106700, 123700, 2, 660, 1, 660, 0]
19 [1, 106700, 123700, 2, 660, 1, -106040, 0]
20 [1, 106700, 123700, 2, 660, 1, -106040, 0]
12 [1, 106700, 123700, 2, 660, 1, 2, 0]
13 [1, 106700, 123700, 2, 660, 1, 1320, 0]
14 [1, 106700, 123700, 2, 660, 1, -105380, 0]
15 [1, 106700, 123700, 2, 660, 1, -105380, 0]
17 [1, 106700, 123700, 2, 661, 1, -105380, 0]
18 [1, 106700, 123700, 2, 661, 1, 661, 0]
19 [1, 106700, 123700, 2, 661, 1, -106039, 0]
20 [1, 106700, 123700, 2, 661, 1, -106039, 0]
12 [1, 106700, 123700, 2, 661, 1, 2, 0]
13 [1, 106700, 123700, 2, 661, 1, 1322, 0]
14 [1, 106700, 123700, 2, 661, 1, -105378, 0]
15 [1, 106700, 123700, 2, 661, 1, -105378, 0]
17 [1, 106700, 123700, 2, 662, 1, -105378, 0]
18 [1, 106700, 123700, 2, 662, 1, 662, 0]
19 [1, 106700, 123700, 2, 662, 1, -106038, 0]
20 [1, 106700, 123700, 2, 662, 1, -106038, 0]
